Survived,Pclass,Title,Sex,Age,SibSp,Parch,Fare,Embarked
0,2, Mr,male,27.0,0,0,26.0,S
0,3, Mr,male,32.368090452261306,0,0,7.8292,Q
1,3, Mr,male,22.0,0,0,7.225,C
1,3, Miss,female,22.0,0,0,7.775,S
0,1, Mr,male,62.0,0,0,26.55,S
1,1, Lady,female,48.0,1,0,39.6,C
0,1, Mr,male,32.368090452261306,0,0,227.525,C
1,1, Mrs,female,39.0,1,1,79.65,S
1,3, Mrs,female,36.0,1,0,17.4,S
0,3, Mr,male,32.368090452261306,0,0,7.75,Q
0,3, Mr,male,40.0,0,0,7.8958,S
0,2, Mr,male,28.0,0,0,13.5,S
0,3, Mr,male,32.368090452261306,0,0,8.05,S
0,3, Miss,female,21.662068965517243,0,0,8.05,S
0,3, Mr,male,24.0,2,0,24.15,S
0,3, Mr,male,19.0,0,0,7.8958,S
0,3, Mrs,female,29.0,0,4,21.075,S
0,3, Mr,male,32.368090452261306,0,0,7.2292,C
1,3, Mr,male,32.0,0,0,7.8542,S
1,2, Mr,male,62.0,0,0,10.5,S
1,1, Mrs,female,53.0,2,0,51.4792,S
1,1, Mr,male,36.0,0,0,26.3875,S
1,3, Miss,female,21.662068965517243,0,0,7.75,Q
0,3, Mr,male,16.0,0,0,8.05,S
0,3, Mr,male,19.0,0,0,14.5,S
1,2, Miss,female,34.0,0,0,13.0,S
1,1, Mrs,female,39.0,1,0,55.9,S
0,3, Mrs,female,35.654205607476634,1,0,14.4583,C
1,3, Mr,male,32.0,0,0,7.925,S
1,2, Miss,female,25.0,1,1,30.0,S
1,1, Mrs,female,39.0,1,1,110.8833,C
0,2, Mr,male,54.0,0,0,26.0,S
0,1, Mr,male,36.0,0,0,40.125,C
0,3, Mr,male,32.368090452261306,0,0,8.7125,C
1,1, Miss,female,18.0,0,2,79.65,S
0,2, Mr,male,47.0,0,0,15.0,S
1,1, Mr,male,60.0,1,1,79.2,C
0,3, Mr,male,22.0,0,0,8.05,S
0,3, Mr,male,32.368090452261306,0,0,8.05,S
0,3, Mr,male,35.0,0,0,7.125,S
1,1, Mrs,female,52.0,1,0,78.2667,C
0,3, Mr,male,47.0,0,0,7.25,S
0,3, Miss,female,21.662068965517243,0,2,7.75,Q
0,2, Mr,male,37.0,1,0,26.0,S
0,3, Mr,male,36.0,1,1,24.15,S
1,2, Miss,female,21.662068965517243,0,0,33.0,S
0,3, Mr,male,49.0,0,0,0.0,S
0,3, Mr,male,32.368090452261306,0,0,7.225,C
1,1, Sir,male,49.0,1,0,56.9292,C
1,2, Mrs,female,24.0,2,1,27.0,S
0,3, Mr,male,32.368090452261306,0,0,7.8958,S
0,1, Mr,male,32.368090452261306,0,0,42.4,S
0,3, Mr,male,44.0,0,0,8.05,S
1,1, Mr,male,35.0,0,0,26.55,C
0,3, Mr,male,36.0,1,0,15.55,S
0,3, Mr,male,30.0,0,0,7.8958,S
1,1, Mr,male,27.0,0,0,30.5,S
1,2, Mrs,female,22.0,1,2,41.5792,C
1,1, Miss,female,40.0,0,0,153.4625,S
0,3, Mrs,female,39.0,1,5,31.275,S
0,3, Mr,male,32.368090452261306,0,0,7.05,S
1,3, Miss,female,21.662068965517243,1,0,15.5,Q
0,3, Mr,male,32.368090452261306,0,0,7.75,Q
0,3, Mr,male,35.0,0,0,8.05,S
1,2, Miss,female,24.0,1,2,65.0,S
0,3, Mr,male,34.0,1,1,14.4,S
0,3, Mrs,female,26.0,1,0,16.1,S
1,2, Miss,female,4.0,2,1,39.0,S
0,2, Mr,male,26.0,0,0,10.5,S
0,3, Mr,male,27.0,1,0,14.4542,C
1,1, Mr,male,42.0,1,0,52.5542,S
1,3, Mr,male,20.0,1,1,15.7417,C
0,3, Mr,male,21.0,0,0,7.8542,S
0,3, Mr,male,21.0,0,0,16.1,S
0,1, Mr,male,61.0,0,0,32.3208,S
0,2, Rev,male,57.0,0,0,12.35,Q
1,1, Miss,female,21.0,0,0,77.9583,S
0,3, Mr,male,26.0,0,0,7.8958,S
0,3, Mr,male,32.368090452261306,0,0,7.7333,Q
1,1, Mr,male,80.0,0,0,30.0,S
0,3, Mr,male,51.0,0,0,7.0542,S
1,1, Dr,male,32.0,0,0,30.5,C
0,1, Mr,male,32.368090452261306,0,0,0.0,S
0,3, Miss,female,9.0,3,2,27.9,S
1,2, Miss,female,28.0,0,0,13.0,S
0,3, Mr,male,32.0,0,0,7.925,S
0,2, Mr,male,31.0,1,1,26.25,S
0,3, Mrs,female,41.0,0,5,39.6875,S
0,3, Mr,male,32.368090452261306,1,0,16.1,S
0,3, Mr,male,20.0,0,0,7.8542,S
1,1, Mlle,female,24.0,0,0,69.3,C
0,3, Miss,female,2.0,3,2,27.9,S
1,3, Mr,male,32.368090452261306,0,0,56.4958,S
1,3, Miss,female,0.75,2,1,19.2583,C
1,1, Mr,male,48.0,1,0,76.7292,C
0,3, Mr,male,19.0,0,0,7.8958,S
1,1, Col,male,56.0,0,0,35.5,C
0,3, Mr,male,32.368090452261306,0,0,7.55,S
1,3, Miss,female,23.0,0,0,7.55,S
0,3, Mr,male,32.368090452261306,0,0,7.8958,S
1,2, Miss,female,18.0,0,1,23.0,S
0,3, Mr,male,21.0,0,0,8.4333,S
1,3, Miss,female,21.662068965517243,0,0,7.8292,Q
0,3, Miss,female,18.0,0,0,6.75,Q
0,2, Mr,male,24.0,2,0,73.5,S
0,3, Mr,male,32.368090452261306,0,0,7.8958,S
0,3, Mrs,female,32.0,1,1,15.5,Q
0,2, Mr,male,23.0,0,0,13.0,S
0,1, Mr,male,58.0,0,2,113.275,C
1,1, Dr,male,50.0,2,0,133.65,S
0,3, Mr,male,40.0,0,0,7.225,C
0,1, Mr,male,47.0,0,0,25.5875,S
0,3, Mr,male,36.0,0,0,7.4958,S
1,3, Mr,male,20.0,1,0,7.925,S
0,2, Mr,male,32.0,2,0,73.5,S
0,2, Mr,male,25.0,0,0,13.0,S
0,3, Mr,male,32.368090452261306,0,0,7.775,S
0,3, Mr,male,43.0,0,0,8.05,S
1,1, Mrs,female,35.654205607476634,1,0,52.0,S
1,2, Mrs,female,40.0,1,1,39.0,S
0,1, Mr,male,31.0,1,0,52.0,S
0,2, Mr,male,70.0,0,0,10.5,S
1,2, Mr,male,31.0,0,0,13.0,S
0,2, Mr,male,32.368090452261306,0,0,0.0,S
0,3, Mr,male,18.0,0,0,7.775,S
0,3, Mr,male,24.5,0,0,8.05,S
1,3, Miss,female,18.0,0,0,9.8417,S
0,3, Mrs,female,43.0,1,6,46.9,S
1,1, Mr,male,36.0,0,1,512.3292,C
0,3, Miss,female,21.662068965517243,0,0,8.1375,Q
1,1, Mr,male,27.0,0,0,76.7292,C
0,3, Mr,male,20.0,0,0,9.225,S
0,3, Mr,male,14.0,5,2,46.9,S
0,2, Mr,male,60.0,1,1,39.0,S
0,2, Mr,male,25.0,1,2,41.5792,C
0,3, Mr,male,14.0,4,1,39.6875,S
0,3, Mr,male,19.0,0,0,10.1708,S
0,3, Mr,male,18.0,0,0,7.7958,S
1,1, Miss,female,15.0,0,1,211.3375,S
1,1, Mr,male,31.0,1,0,57.0,S
1,3, Miss,female,4.0,0,1,13.4167,C
1,3, Mr,male,32.368090452261306,0,0,56.4958,S
0,3, Mr,male,25.0,0,0,7.225,C
0,1, Col,male,60.0,0,0,26.55,S
0,2, Mr,male,52.0,0,0,13.5,S
0,3, Mr,male,44.0,0,0,8.05,S
1,3, Miss,female,21.662068965517243,0,0,7.7333,Q
0,1, Mr,male,49.0,1,1,110.8833,C
0,3, Mr,male,42.0,0,0,7.65,S
1,1, Mrs,female,18.0,1,0,227.525,C
1,1, Mr,male,35.0,0,0,26.2875,S
0,3, Miss,female,18.0,0,1,14.4542,C
0,3, Mr,male,25.0,0,0,7.7417,Q
0,3, Mr,male,26.0,1,0,7.8542,S
0,2, Mr,male,39.0,0,0,26.0,S
1,2, Mrs,female,45.0,0,0,13.5,S
1,1, Mr,male,42.0,0,0,26.2875,S
1,1, Miss,female,22.0,0,0,151.55,S
1,3, Master,male,4.574166666666667,1,1,15.2458,C
1,1, Mlle,female,24.0,0,0,49.5042,C
0,1, Mr,male,32.368090452261306,0,0,26.55,S
1,1, Mr,male,48.0,1,0,52.0,S
0,3, Mr,male,29.0,0,0,9.4833,S
0,2, Mr,male,52.0,0,0,13.0,S
0,3, Mr,male,19.0,0,0,7.65,S
1,1, Miss,female,38.0,0,0,227.525,C
1,2, Miss,female,27.0,0,0,10.5,S
0,3, Mr,male,32.368090452261306,0,0,15.5,Q
0,3, Mr,male,33.0,0,0,7.775,S
1,2, Miss,female,6.0,0,1,33.0,S
0,3, Mr,male,17.0,1,0,7.0542,S
0,2, Mr,male,34.0,0,0,13.0,S
0,2, Mr,male,50.0,0,0,13.0,S
1,1, Mr,male,27.0,1,0,53.1,S
0,3, Mr,male,20.0,0,0,8.6625,S
1,2, Mrs,female,30.0,3,0,21.0,S
1,3, Miss,female,21.662068965517243,0,0,7.7375,Q
0,2, Mr,male,25.0,1,0,26.0,S
0,3, Miss,female,25.0,1,0,7.925,S
1,1, Miss,female,29.0,0,0,211.3375,S
0,3, Mr,male,11.0,0,0,18.7875,C
0,2, Mr,male,32.368090452261306,0,0,0.0,S
0,2, Mr,male,23.0,0,0,13.0,S
0,2, Mr,male,23.0,0,0,13.0,S
0,3, Mr,male,28.5,0,0,16.1,S
0,3, Mrs,female,48.0,1,3,34.375,S
1,1, Mr,male,35.0,0,0,512.3292,C
0,3, Mr,male,32.368090452261306,0,0,7.8958,S
0,3, Mr,male,32.368090452261306,0,0,7.8958,S
1,1, Mr,male,32.368090452261306,0,0,30.0,S
0,1, Mr,male,36.0,1,0,78.85,S
1,1, Miss,female,21.0,2,2,262.375,C
0,3, Mr,male,24.0,1,0,16.1,S
1,3, Mr,male,31.0,0,0,7.925,S
0,1, Capt,male,70.0,1,1,71.0,S
0,3, Mr,male,16.0,1,1,20.25,S
1,2, Miss,female,30.0,0,0,13.0,S
0,1, Mr,male,19.0,1,0,53.1,S
0,3, Mr,male,31.0,0,0,7.75,Q
1,2, Miss,female,4.0,1,1,23.0,S
1,3, Master,male,6.0,0,1,12.475,S
0,3, Mr,male,33.0,0,0,9.5,S
0,3, Mr,male,23.0,0,0,7.8958,S
1,2, Mrs,female,48.0,1,2,65.0,S
1,2, Master,male,0.67,1,1,14.5,S
0,3, Mr,male,28.0,0,0,7.7958,S
0,2, Mr,male,18.0,0,0,11.5,S
0,3, Mr,male,34.0,0,0,8.05,S
1,1, the Countess,female,33.0,0,0,86.5,S
0,3, Mr,male,32.368090452261306,0,0,14.5,S
0,3, Mr,male,41.0,0,0,7.125,S
1,3, Mr,male,20.0,0,0,7.2292,C
1,1, Mrs,female,36.0,1,2,120.0,S
0,3, Mr,male,16.0,0,0,7.775,S
1,1, Mrs,female,51.0,1,0,77.9583,S
0,1, Dr,male,42.0,0,0,39.6,C
0,3, Miss,female,30.5,0,0,7.75,Q
0,3, Mr,male,32.368090452261306,1,0,24.15,Q
0,3, Mr,male,32.0,0,0,8.3625,S
0,3, Mr,male,24.0,0,0,9.5,S
0,3, Mr,male,48.0,0,0,7.8542,S
0,2, Mrs,female,57.0,0,0,10.5,S
0,3, Mr,male,32.368090452261306,0,0,7.225,C
1,2, Mrs,female,54.0,1,3,23.0,S
0,3, Mr,male,18.0,0,0,7.75,S
0,3, Mr,male,32.368090452261306,0,0,7.75,Q
1,3, Miss,female,5.0,0,0,12.475,S
0,3, Mr,male,32.368090452261306,0,0,7.7375,Q
1,1, Mrs,female,43.0,0,1,211.3375,S
1,3, Miss,female,13.0,0,0,7.2292,C
1,1, Mrs,female,17.0,1,0,57.0,S
0,1, Mr,male,29.0,0,0,30.0,S
0,3, Mr,male,32.368090452261306,1,2,23.45,S
0,3, Mr,male,25.0,0,0,7.05,S
0,3, Mr,male,25.0,0,0,7.25,S
1,3, Miss,female,18.0,0,0,7.4958,S
0,3, Master,male,8.0,4,1,29.125,Q
1,3, Master,male,1.0,1,2,20.575,S
0,1, Mr,male,46.0,0,0,79.2,C
0,3, Mr,male,32.368090452261306,0,0,7.75,Q
0,2, Mr,male,16.0,0,0,26.0,S
0,3, Miss,female,21.662068965517243,8,2,69.55,S
0,1, Mr,male,32.368090452261306,0,0,30.6958,C
0,3, Mr,male,25.0,0,0,7.8958,S
0,2, Mr,male,39.0,0,0,13.0,S
1,1, Dr,female,49.0,0,0,25.9292,S
1,3, Mrs,female,31.0,0,0,8.6833,S
0,3, Mr,male,30.0,0,0,7.2292,C
0,3, Mrs,female,30.0,1,1,24.15,S
0,2, Mr,male,34.0,0,0,13.0,S
1,2, Mrs,female,31.0,1,1,26.25,S
1,1, Master,male,11.0,1,2,120.0,S
1,3, Master,male,0.42,0,1,8.5167,C
1,3, Mr,male,27.0,0,0,6.975,S
0,3, Mr,male,31.0,0,0,7.775,S
0,1, Mr,male,39.0,0,0,0.0,S
0,3, Miss,female,18.0,0,0,7.775,S
0,2, Mr,male,39.0,0,0,13.0,S
1,1, Mrs,female,33.0,1,0,53.1,S
0,3, Mr,male,26.0,0,0,7.8875,S
0,3, Mr,male,39.0,0,0,24.15,S
0,2, Mr,male,35.0,0,0,10.5,S
0,3, Miss,female,6.0,4,2,31.275,S
0,3, Mr,male,30.5,0,0,8.05,S
0,1, Mr,male,32.368090452261306,0,0,0.0,S
0,3, Miss,female,23.0,0,0,7.925,S
0,2, Mr,male,31.0,1,1,37.0042,C
0,3, Mr,male,43.0,0,0,6.45,S
0,3, Master,male,10.0,3,2,27.9,S
1,1, Mrs,female,52.0,1,1,93.5,S
1,3, Mr,male,27.0,0,0,8.6625,S
0,1, Jonkheer,male,38.0,0,0,0.0,S
1,3, Mrs,female,27.0,0,1,12.475,S
0,3, Master,male,2.0,4,1,39.6875,S
0,3, Mr,male,32.368090452261306,0,0,6.95,Q
0,3, Mr,male,32.368090452261306,0,0,56.4958,S
1,2, Master,male,1.0,0,2,37.0042,C
1,3, Mr,male,32.368090452261306,0,0,7.75,Q
1,3, Mrs,female,15.0,1,0,14.4542,C
1,2, Master,male,0.83,1,1,18.75,S
0,3, Mr,male,32.368090452261306,0,0,7.2292,C
0,3, Mr,male,23.0,0,0,7.8542,S
0,3, Mr,male,18.0,0,0,8.3,S
1,1, Miss,female,39.0,1,1,83.1583,C
0,3, Mr,male,21.0,0,0,8.6625,S
0,3, Mr,male,32.368090452261306,0,0,8.05,S
1,3, Mr,male,32.0,0,0,56.4958,S
1,1, Mr,male,32.368090452261306,0,0,29.7,C
0,3, Mr,male,20.0,0,0,7.925,S
0,2, Mr,male,16.0,0,0,10.5,S
1,1, Miss,female,30.0,0,0,31.0,C
0,3, Mr,male,34.5,0,0,6.4375,C
0,3, Mr,male,17.0,0,0,8.6625,S
0,3, Mr,male,42.0,0,0,7.55,S
0,3, Mr,male,32.368090452261306,8,2,69.55,S
0,3, Mr,male,35.0,0,0,7.8958,C
0,2, Rev,male,28.0,0,1,33.0,S
1,1, Mrs,female,35.654205607476634,1,0,89.1042,C
0,3, Master,male,4.0,4,2,31.275,S
0,3, Mr,male,74.0,0,0,7.775,S
0,3, Miss,female,9.0,1,1,15.2458,C
1,1, Miss,female,16.0,0,1,39.4,S
0,2, Mrs,female,44.0,1,0,26.0,S
1,3, Mrs,female,18.0,0,1,9.35,S
1,1, Mrs,female,45.0,1,1,164.8667,S
1,1, Mr,male,51.0,0,0,26.55,S
1,3, Mrs,female,24.0,0,3,19.2583,C
0,3, Mr,male,32.368090452261306,0,0,7.2292,C
0,3, Mr,male,41.0,2,0,14.1083,S
0,2, Mr,male,21.0,1,0,11.5,S
1,1, Mrs,female,48.0,0,0,25.9292,S
0,3, Miss,female,21.662068965517243,8,2,69.55,S
0,2, Mr,male,24.0,0,0,13.0,S
1,2, Mrs,female,42.0,0,0,13.0,S
1,2, Miss,female,27.0,1,0,13.8583,C
0,1, Mr,male,31.0,0,0,50.4958,S
0,3, Mr,male,32.368090452261306,0,0,9.5,S
1,3, Master,male,4.0,1,1,11.1333,S
0,3, Mr,male,26.0,0,0,7.8958,S
1,1, Mrs,female,47.0,1,1,52.5542,S
0,1, Mr,male,33.0,0,0,5.0,S
0,3, Mr,male,47.0,0,0,9.0,S
1,2, Mrs,female,28.0,1,0,24.0,C
1,3, Miss,female,15.0,0,0,7.225,C
0,3, Mr,male,20.0,0,0,9.8458,S
0,3, Mr,male,19.0,0,0,7.8958,S
0,3, Mr,male,32.368090452261306,0,0,7.8958,S
1,1, Mrs,female,56.0,0,1,83.1583,C
1,2, Mrs,female,25.0,0,1,26.0,S
0,3, Mr,male,33.0,0,0,7.8958,S
0,3, Miss,female,22.0,0,0,10.5167,S
0,2, Mr,male,28.0,0,0,10.5,S
0,3, Mr,male,25.0,0,0,7.05,S
0,3, Mrs,female,39.0,0,5,29.125,Q
0,2, Rev,male,27.0,0,0,13.0,S
1,1, Miss,female,19.0,0,0,30.0,S
0,3, Miss,female,21.662068965517243,1,2,23.45,S
1,1, Mr,male,26.0,0,0,30.0,C
0,3, Mr,male,32.0,0,0,7.75,Q
